file,s1,s2,b1,b2,percDif
one/one1576.gcg,268,250,1,2,6.94980694980695
one/one6219.gcg,281,383,2,4,30.72289156626506
one/one5710.gcg,304,334,3,3,9.404388714733543
one/one3361.gcg,252,386,2,4,42.00626959247649
one/one4368.gcg,277,207,2,1,28.92561983471074
one/one3407.gcg,299,279,3,2,6.920415224913495
one/one2719.gcg,279,227,2,1,20.55335968379447
one/one5076.gcg,247,227,2,1,8.438818565400844
one/one1210.gcg,278,276,2,2,0.7220216606498195
one/one398.gcg,282,319,2,2,12.312811980033278
one/one1204.gcg,366,233,4,1,44.40734557595994
one/one3413.gcg,355,241,3,1,38.25503355704698
one/one5062.gcg,279,188,2,0,38.97216274089936
one/one5704.gcg,171,346,0,3,67.69825918762089
one/one3375.gcg,374,205,4,1,58.37651122625216
one/one1562.gcg,386,249,4,2,43.1496062992126
one/one2043.gcg,283,237,3,1,17.692307692307693
one/one4432.gcg,171,400,0,5,80.21015761821366
one/one6225.gcg,281,290,2,3,3.1523642732049035
one/one6543.gcg,238,298,2,2,22.388059701492537
one/one4354.gcg,242,225,1,1,7.28051391862955
one/one2725.gcg,264,243,2,1,8.284023668639055
one/one2731.gcg,323,299,3,3,7.717041800643088
one/one6557.gcg,488,249,5,2,64.85753052917232
one/one1238.gcg,347,224,4,1,43.08231173380035
one/one6231.gcg,283,341,3,3,18.58974358974359
one/one5738.gcg,311,287,3,2,8.02675585284281
one/one2057.gcg,224,333,1,4,39.138240574506284
one/one3349.gcg,385,223,4,1,53.289473684210535
one/one4426.gcg,361,220,3,2,48.53700516351119
one/one6966.gcg,313,266,3,2,16.234887737478413
one/one4817.gcg,285,285,2,2,0.0
one/one4803.gcg,254,270,1,2,6.106870229007633
one/one159.gcg,212,326,1,3,42.37918215613383
one/one6972.gcg,273,290,2,3,6.039076376554174
one/one171.gcg,253,297,2,3,16.0
one/one6782.gcg,377,226,4,1,50.08291873963516
one/one4195.gcg,338,252,3,2,29.152542372881356
one/one3822.gcg,183,303,0,3,49.382716049382715
one/one2282.gcg,285,329,3,3,14.332247557003258
one/one1953.gcg,309,261,2,2,16.842105263157894
one/one617.gcg,239,247,2,1,3.292181069958848
one/one1947.gcg,378,249,4,2,41.14832535885167
one/one603.gcg,257,270,2,2,4.933586337760911
one/one2296.gcg,265,198,2,1,28.94168466522678
one/one3188.gcg,323,232,3,1,32.79279279279279
one/one4181.gcg,338,281,4,2,18.416801292407108
one/one3836.gcg,262,324,2,3,21.160409556313994
one/one165.gcg,278,277,2,2,0.36036036036036034
one/one6796.gcg,259,360,2,3,32.63327948303716
one/one1012.gcg,357,338,4,2,5.467625899280575
one/one5274.gcg,322,229,3,1,33.756805807622506
one/one3605.gcg,324,308,2,3,5.063291139240507
one/one3163.gcg,325,242,3,2,29.276895943562607
one/one5512.gcg,164,392,0,4,82.01438848920863
one/one1774.gcg,281,339,3,3,18.70967741935484
one/one48.gcg,328,231,3,2,34.704830053667266
one/one830.gcg,358,429,2,3,18.04320203303685
one/one1760.gcg,313,373,3,3,17.49271137026239
one/one824.gcg,394,256,1,0,42.46153846153846
one/one4618.gcg,262,364,2,3,32.587859424920126
one/one3177.gcg,143,390,0,4,92.6829268292683
one/one2269.gcg,239,307,1,3,24.90842490842491
one/one5506.gcg,288,337,2,4,15.68
one/one5260.gcg,257,257,2,2,0.0
one/one3611.gcg,315,274,3,2,13.921901528013583
one/one1006.gcg,318,278,3,2,13.422818791946309
one/one6769.gcg,384,201,4,1,62.56410256410256
one/one5248.gcg,222,269,1,2,19.144602851323828
one/one2527.gcg,262,311,1,3,17.10296684118674
one/one3639.gcg,376,224,4,1,50.66666666666667
one/one4156.gcg,345,170,3,0,67.96116504854369
