file,s1,s2,b1,b2,percDif
Lewis/lewis6580.gcg,416,399,2,2,4.171779141104294
Lewis/lewis4397.gcg,445,360,2,1,21.11801242236025
Lewis/busd673.gcg,421,359,2,2,15.897435897435896
Lewis/lewis8585.gcg,371,460,2,3,21.41997593261131
Lewis/lewis9843.gcg,351,425,2,2,19.072164948453608
Lewis/busd883.gcg,554,304,4,1,58.27505827505828
Lewis/lewis2916.gcg,324,357,1,1,9.691629955947137
Lewis/731.gcg,328,376,1,1,13.636363636363635
Lewis/725.gcg,351,383,0,2,8.71934604904632
Lewis/busd129.gcg,349,437,1,2,22.391857506361323
Lewis/busd897.gcg,483,333,3,1,36.76470588235294
Lewis/lewis2902.gcg,355,352,1,1,0.8486562942008486
Lewis/lewis8591.gcg,398,411,2,3,3.2138442521631645
Lewis/lewis9857.gcg,425,344,2,1,21.066319895968793
Lewis/lewis7649.gcg,471,340,3,2,32.30579531442663
Lewis/srs108.gcg,406,414,2,2,1.951219512195122
Lewis/lewis7891.gcg,477,343,3,1,32.6829268292683
Lewis/lewis9664.gcg,454,426,3,3,6.363636363636363
Lewis/lewis6557.gcg,399,405,2,2,1.4925373134328357
