file,s1,s2,b1,b2,percDif
random/283.gcg,641,648,2,2,1.0861132660977502
random/1071.gcg,676,554,0,1,19.83739837398374
random/1065.gcg,580,704,1,1,19.314641744548286
random/297.gcg,712,549,1,1,25.852498017446475
random/1059.gcg,699,494,1,1,34.36714165968148
random/240.gcg,536,627,1,1,15.649183147033535
random/526.gcg,666,673,1,2,1.0455563853622107
random/532.gcg,795,626,1,1,23.78606615059817
random/254.gcg,631,635,1,0,0.631911532385466
random/268.gcg,712,506,2,0,33.825944170771756
random/1273.gcg,547,620,2,1,12.510711225364183
random/1515.gcg,670,796,1,2,17.189631650750343
random/1501.gcg,833,458,3,0,58.09450038729666
random/1267.gcg,687,751,2,1,8.90125173852573
random/903.gcg,543,625,0,0,14.04109589041096
random/1529.gcg,645,694,3,0,7.318894697535475
random/917.gcg,668,511,1,0,26.632739609838847
random/724.gcg,558,498,1,0,11.363636363636363
random/730.gcg,580,772,2,1,28.402366863905325
random/718.gcg,636,588,1,0,7.8431372549019605
random/1298.gcg,570,617,0,2,7.919123841617523
random/693.gcg,596,635,1,1,6.336311941510966
random/1307.gcg,644,628,2,0,2.515723270440252
random/1461.gcg,702,661,2,2,6.016140865737344
random/1475.gcg,840,545,4,2,42.59927797833935
random/1313.gcg,858,539,3,2,45.66929133858268
random/687.gcg,615,693,1,2,11.926605504587156
random/877.gcg,651,622,0,1,4.556166535742341
random/37.gcg,821,521,2,0,44.70938897168406
random/1449.gcg,512,802,0,2,44.1400304414003
random/863.gcg,792,438,3,0,57.56097560975609
random/23.gcg,800,606,3,2,27.59601706970128
random/888.gcg,695,432,1,0,46.672582076308785
random/136.gcg,567,766,0,3,29.857464366091524
random/122.gcg,613,597,0,2,2.644628099173554
random/644.gcg,617,590,1,0,4.473902236951118
random/678.gcg,601,581,0,1,3.3840947546531304
random/1105.gcg,584,593,0,2,1.5293118096856415
random/491.gcg,514,729,0,1,34.593724859211584
random/485.gcg,645,606,1,1,6.235011990407674
